source_id,title,authors,issued_year,container_title,citation,doi,source_type,access_status,scope,scope_label,scope_basis,objects_published,document_held
SRC-7F0FBA89D925,"Les coupes magiques araméennes de Mésopotamie (PhD thesis, Université de Paris, 1963)","Jeruzalmi, Isak",1963,,"Jeruzalmi, Isak. Les coupes magiques araméennes de Mésopotamie (PhD thesis, Université de Paris, 1963).",,book,unknown,,Not yet classified,unclassified,0,0
SRC-723E7803459B,Two Magic Bowls in Teheran,Gordon [and others; see citation],1951,Orientalia,———. “Two Magic Bowls in Teheran.” Orientalia 20 (1951): 306–15.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-E29AEC3E5CF4,Aramaic Incantation Bowls,Gordon [and others; see citation],1941,Orientalia,"———. “ Aramaic Incantation Bowls.” Orientalia 10 (1941): 116–41, 272–84, 339–60.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-1372060A77E6,Two Magic Bowls: New Incantation Texts from Mesopotamia,"Obermann, Julian",1940,AJSL,"Obermann, Julian. “Two Magic Bowls: New Incantation Texts from Mesopotamia.” AJSL 57 (1940): 1–31.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-5F202013D250,Epigraphic Notes,"Borisov, A. Y",1939,,"Borisov, A. Y. “Epigraphic Notes” [Russian]. Trudy otdela vostoka: Gosudarstvennyj Ermitazh 1 (1939): 227–35.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-43C1E102538E,Aramaic and Mandaic Magical Bowls,Gordon [and others; see citation],1937,ArOr,———. “ Aramaic and Mandaic Magical Bowls.” ArOr 9 (1937): 84–106.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-0383E0E0A2F2,An Aramaic Exorcism,Gordon [and others; see citation],1934,ArOr,———. “ An Aramaic Exorcism.” ArOr 6 (1934): 466–74.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-C45C16AC2B8E,An Aramaic Incantation,Gordon [and others; see citation],1934,Annual of the American Schools of Oriental Research,———. “ An Aramaic Incantation.” Annual of the American Schools of Oriental Research 14 (1934): 141–44.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-554602FDAE59,An Aramaic Incantation (in the Beẓalel National Antiquities Museum),"Narquis, M",1934,,"Narquis, M. “ An Aramaic Incantation (in the Beẓalel National Antiquities Museum)” [Hebrew]. Tarbiz ̣ 6 (1934): 106–7.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-60CB324330C9,Aramaic Magical Bowls in the Istanbul and Baghdad Museums,"Gordon, Cyrus H",1934,ArOr,"Gordon, Cyrus H. “ Aramaic Magical Bowls in the Istanbul and Baghdad Museums.” ArOr 6 (1934): 319–34.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-40DB8695EC30,La collection Lycklama au Musée de Cannes,"Billiet, Joseph",1931,Gazette des Beaux-Arts,"Billiet, Joseph. “La collection Lycklama au Musée de Cannes.” Gazette des Beaux-Arts 828 (1931): 321–40.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-04B8D14FB2C9,Notes on Semitic Epigraphy,"Shileyko, V. K",1921,,"Shileyko, V. K. “Notes on Semitic Epigraphy” [Russian]. Izvestija Rossijskoj Akademii materialnoj kultury 1 (1921): 103–10.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-D4CF2125EF21,A Syriac Incantation Bowl with Christian Formula,James A. Montgomery,1918,The American Journal of Semitic Languages and Literatures,"Montgomery, James A. ‘A Syriac Incantation Bowl with Christian Formula.’ AJSL 34 (1918): 137–139.",10.1086/369853,article,partial,,Not yet classified,unclassified,0,0
SRC-C727595F6971,Amulets and Bowls with Magic Inscriptions,Schwab [and others; see citation],1916,JQR,———. “ Amulets and Bowls with Magic Inscriptions.” JQR 7 (1916): 619– 28.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-5915E51A5AA2,Une coupe d’incantation chaldéenne de la collection du Professeur Pozzi,Schwab [and others; see citation],1915,,———. “Une coupe d’incantation chaldéenne de la collection du Professeur Pozzi.” Comptes rendus des séances de l’Académie des Inscriptions et Belles-Lettres 59 (1915): 383–89.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-943673B56FB8,Aramaic Incantation Texts from Nippur,James A. Montgomery,1913,"University Museum, Babylonian Section, Publications, Volume III","Montgomery, James A. Aramaic Incantation Texts from Nippur. University Museum, Babylonian Section, Publications 3. Philadelphia, 1913.",,book,available,corpus_edition,Edition of many bowls,derived,84,1
SRC-F46C267EB36A,An Aramaic Incantation Text,"Myhrman, David W",1909,,"Myhrman, David W. “ An Aramaic Incantation Text.” In Hilprecht Anniversary Volume: Studies in Assyriology and Archaeology Dedicated to Her46 Aramaic Incantation Bowls mann V. Hilprecht upon the Twenty-Fifth Anniversary of His Doctorate and His Fiftieth Birthday (July 28), 342–51. Leipzig: Hinrichs, 1909.",,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-E7D5F020B31C,Inscriptions mandaïtes des coupes de Khouabir,Henri Pognon,1898,,"Pognon, Henri. Inscriptions mandaïtes des coupes de Khouabir. Paris, 1898.",,book,unknown,,Not yet classified,unclassified,0,0
SRC-0B6C0E1133EF,Jüdisch-babylonische Zaubertexte: Herausgegeben und Erklärt,"Stübe, Rudolf",1895,,"Stübe, Rudolf. Jüdisch-babylonische Zaubertexte: Herausgegeben und Erklärt . Halle: J. Krause, 1895.",,book,unknown,,Not yet classified,unclassified,0,0
SRC-B4B294D793B8,Une coupe d’incantation,"Lacau, Pierre",1894,Revue d’assyriologie et d’archéologie orientale,"Lacau, Pierre. “Une coupe d’incantation.” Revue d’assyriologie et d’archéologie orientale 3 (1894): 49–51.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-7E55A07F2355,"Zu den Zauberschalen des königlichen Museums in Berlin (Vgl. ZA. VIII, Ss. 313ff.; IX, Ss. 11ff.)","Fraenkel, Siegmund",1894,Zeitschrift für Assyriologie und Vorderasiatische Archäologie,"Fraenkel, Siegmund. “Zu den Zauberschalen des königlichen Museums in Berlin (Vgl. ZA. VIII, Ss. 313ff.; IX, Ss. 11ff.).” Zeitschrift für Assyriologie und Vorderasiatische Archäologie 9 (1894): 308–9.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-53202A840D51,Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin,Wohlstein [and others; see citation],1894,Zeitschrift für Assyriologie und Vorderasiatische Archäologie,———. “Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin.” Zeitschrift für Assyriologie und Vorderasiatische Archäologie 9 (1894): 11–41.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-A12DF738AF6A,Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin,Wohlstein. Jos,1893,Zeitschrift für Assyriologie und Vorderasiatische Archäologie,Wohlstein. Jos. “Über einige aramäische Inschriften auf Thongefässen des Königlichen Museums zu Berlin.” Zeitschrift für Assyriologie und Vorderasiatische Archäologie 8 (1893): 313–40.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-F42955665921,Coupes à inscriptions magiques,Moïse Schwab,1891,Proceedings of the Society of Biblical Archaeology 13,"Schwab, Moïse. ‘Coupes à inscriptions magiques.’ Proceedings of the Society of Biblical Archaeology 13 (1891): 583–595.",,article,available,,Not yet classified,unclassified,0,1
SRC-5578BA6F9AA4,A Few Notes on an Aramaic Inscription on a Vase Located in Moscow,"Harkavy, Abraham Elijah",1889,,"Harkavy, Abraham Elijah. “ A Few Notes on an Aramaic Inscription on a Vase Located in Moscow” [Russian]. Zapiski vostočnago otdelenija imperatorskago russkago arxeologičeskago obščestava 4 (1889): 83–95.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-6AACCCF09C88,Une coupe d’incantation,"Schwab, Moïse",1886,Revue d’assyriologie et d’archéologie orientale,"Schwab, Moïse. “Une coupe d’incantation.” Revue d’assyriologie et d’archéologie orientale 1 (1886): 117–19.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-D1AD287AC9C9,Sur un vase judéo-babylonien du musée Lycklama de Cannes (Provence),"Hyvernat, Henri",1885,Zeitschrift für Keilschriftforschung und verwandte Gebiete,"Hyvernat, Henri. “Sur un vase judéo-babylonien du musée Lycklama de Cannes (Provence).” Zeitschrift für Keilschriftforschung und verwandte Gebiete 2 (1885): 113–48.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-A134B1DECDED,Un vase judéo-chaldéen de la Bibliothèque Nationale,"Babelon, Ernest, and Moïse Schwab",1882,REJ,"Babelon, Ernest, and Moïse Schwab. “Un vase judéo-chaldéen de la Bibliothèque Nationale.” REJ 4 (1882): 165–72.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-E75599494684,Observations sur un vase judéo-babylonien du British Museum,"Halévy, Joseph",1877,,"Halévy, Joseph. “Observations sur un vase judéo-babylonien du British Museum.” Comptes rendus des séances de l’académie des inscriptions et belles-lettres 5 (1877): 288–93.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-9D89ADCA0174,Epigraphische Beiträge zur Geschichte der Juden,Levy [and others; see citation],1861,Jahrbuch für die Geschichte der Juden und des Judenthums,———. “Epigraphische Beiträge zur Geschichte der Juden.” Jahrbuch für die Geschichte der Juden und des Judenthums 2 (1861): 259–324.,,article,unknown,,Not yet classified,unclassified,0,0
SRC-212816ED7316,Über die von Layard aufgefundenen chaldäischen Inschriften auf Topfgefässen: Ein Beitrag zur hebräischen Paläographie und zur Religionsgeschichte,"Levy, M. A",1855,ZDMG,"Levy, M. A. “Über die von Layard aufgefundenen chaldäischen Inschriften auf Topfgefässen: Ein Beitrag zur hebräischen Paläographie und zur Religionsgeschichte.” ZDMG 9 (1855): 465–91.",,article,unknown,,Not yet classified,unclassified,0,0
SRC-8900A7CAF037,Discoveries in the Ruins of Nineveh and Babylon,Austen Henry Layard; Thomas Ellis,1853,,"Layard, Austen Henry. Discoveries in the Ruins of Nineveh and Babylon. London: John Murray, 1853. Includes Thomas Ellis's decipherments of the incantation bowls Layard acquired.",,book,unknown,,Not yet classified,unclassified,0,0
SRC-5EDC66BBEFE7,Transcription and Translation of Seven Magic Bowls (untitled),"Ellis, Thomas",1853,,"Ellis, Thomas. “Transcription and Translation of Seven Magic Bowls (untitled).” In Discoveries in the Ruins of Nineveh and Babylon: With Travels in Armenia, Kurdistan, and the Desert; Being the Result of a Second Expedition Undertaken for the Trustees of the British Museum , by Austin H. Layard, 509–23. New York: G. P. Putnam, 1853.",,chapter,unknown,,Not yet classified,unclassified,0,0
SRC-FC77989995C8,Archaeological Center Auction 57,Archaeological Center Ltd.,,,"Archaeological Center Ltd. Auction 57. Auction catalogue, lots 440–442, accessed 4 September 2026.",,catalogue,available,catalogue,Collection catalogue,derived,0,1
SRC-C0613CA57C89,Auction 69 Part One,Archaeological Center / Deutsch Auction,,,"Deutsch Auction. Auction 69 Part One. Auction catalogue, accessed 4 September 2026.",,catalogue,partial,catalogue,Collection catalogue,derived,0,0
SRC-4B0CEB2BE96C,Bonhams Antiquities catalogue — lot 58,Bonhams,,,"Bonhams, Antiquities, 101 New Bond Street, London, catalogue bonham10350, lot 58.",,catalogue,partial,catalogue,Collection catalogue,derived,0,0
